fixture_id,site_id,site_code,jurisdiction_id,jurisdiction_code,psgc_code,catalog_presence,fixture_family,provenance_source,introducing_commit,purpose,current_status,effective_from,effective_to,identity_classification,proposed_disposition,realistic_mapping_status,notes
40008b37-bc0f-4ba2-11c4-8932cdf9f0b5,bb477aa2-822c-4fbf-3dfb-c37e5c4a132e,SAMPLE-METRO-CEBU-0722340000-02,0019b93b-dcef-28bb-155b-5510efb9e81a,PH-PSGC-0722340000,0722340000,CANONICAL_CLEAN_BUILD,I006_METROPOLITAN_SAMPLE,objects/reference-data/sites.synthetic-metropolitan-site-groups-sites.seed.sql,9d861ae9,Synthetic Site-to-LGU assignment for I-006 jurisdiction-coverage proof only.,ACTIVE,2026-07-27 16:00:00+00,,SYNTHETIC_NO_REALISTIC_EQUIVALENT,KEEP_FOR_TEST_SCOPE_ONLY,NO_REALISTIC_EQUIVALENT,The assignment belongs to a synthetic ordinal Site and cannot be transferred to a realistic Site.
ca4cddb7-ef8c-01ef-adc0-d18bccb929f4,e7b1867a-c686-aac3-dd2c-58cfe4648cbd,SAMPLE-METRO-CEBU-0722410000-01,45916f34-a7fd-f559-4cf6-289adad35e3d,PH-PSGC-0722410000,0722410000,CANONICAL_CLEAN_BUILD,I006_METROPOLITAN_SAMPLE,objects/reference-data/sites.synthetic-metropolitan-site-groups-sites.seed.sql,9d861ae9,Synthetic Site-to-LGU assignment for I-006 jurisdiction-coverage proof only.,ACTIVE,2026-07-27 16:00:00+00,,SYNTHETIC_NO_REALISTIC_EQUIVALENT,KEEP_FOR_TEST_SCOPE_ONLY,NO_REALISTIC_EQUIVALENT,The assignment belongs to a synthetic ordinal Site and cannot be transferred to a realistic Site.
0e80a54a-1ff5-fc0a-2189-909a2162f42a,b6776266-e97b-42b3-5946-11d2bacbab14,SAMPLE-METRO-CEBU-0722410000-02,45916f34-a7fd-f559-4cf6-289adad35e3d,PH-PSGC-0722410000,0722410000,CANONICAL_CLEAN_BUILD,I006_METROPOLITAN_SAMPLE,objects/reference-data/sites.synthetic-metropolitan-site-groups-sites.seed.sql,9d861ae9,Synthetic Site-to-LGU assignment for I-006 jurisdiction-coverage proof only.,ACTIVE,2026-07-27 16:00:00+00,,SYNTHETIC_NO_REALISTIC_EQUIVALENT,KEEP_FOR_TEST_SCOPE_ONLY,NO_REALISTIC_EQUIVALENT,The assignment belongs to a synthetic ordinal Site and cannot be transferred to a realistic Site.
6d6a4bf2-6c18-629c-6c4c-820dfd25894f,7224333e-fb68-b2a2-9099-77433839b5e6,SAMPLE-METRO-CEBU-0722500000-01,a0fa46d8-416d-602e-4645-1005be6be601,PH-PSGC-0722500000,0722500000,CANONICAL_CLEAN_BUILD,I006_METROPOLITAN_SAMPLE,objects/reference-data/sites.synthetic-metropolitan-site-groups-sites.seed.sql,9d861ae9,Synthetic Site-to-LGU assignment for I-006 jurisdiction-coverage proof only.,ACTIVE,2026-07-27 16:00:00+00,,SYNTHETIC_NO_REALISTIC_EQUIVALENT,KEEP_FOR_TEST_SCOPE_ONLY,NO_REALISTIC_EQUIVALENT,The assignment belongs to a synthetic ordinal Site and cannot be transferred to a realistic Site.
c4a342c2-2cd5-d7d1-3d3e-9d5467f4323f,0691e758-5130-13ec-7bb2-3eaef4e57064,SAMPLE-METRO-CEBU-0722500000-02,a0fa46d8-416d-602e-4645-1005be6be601,PH-PSGC-0722500000,0722500000,CANONICAL_CLEAN_BUILD,I006_METROPOLITAN_SAMPLE,objects/reference-data/sites.synthetic-metropolitan-site-groups-sites.seed.sql,9d861ae9,Synthetic Site-to-LGU assignment for I-006 jurisdiction-coverage proof only.,ACTIVE,2026-07-27 16:00:00+00,,SYNTHETIC_NO_REALISTIC_EQUIVALENT,KEEP_FOR_TEST_SCOPE_ONLY,NO_REALISTIC_EQUIVALENT,The assignment belongs to a synthetic ordinal Site and cannot be transferred to a realistic Site.
2427d49c-83b5-6c9a-a98a-9f79d9e22569,4db4a5fd-463c-ce0f-7b57-df2fd522282d,SAMPLE-METRO-CEBU-0730220000-01,8a64a37c-1784-ec67-5fff-bbb82449dedc,PH-PSGC-0730220000,0730220000,CANONICAL_CLEAN_BUILD,I006_METROPOLITAN_SAMPLE,objects/reference-data/sites.synthetic-metropolitan-site-groups-sites.seed.sql,9d861ae9,Synthetic Site-to-LGU assignment for I-006 jurisdiction-coverage proof only.,ACTIVE,2026-07-27 16:00:00+00,,SYNTHETIC_NO_REALISTIC_EQUIVALENT,KEEP_FOR_TEST_SCOPE_ONLY,NO_REALISTIC_EQUIVALENT,The assignment belongs to a synthetic ordinal Site and cannot be transferred to a realistic Site.
c37ed7e3-73c0-8c7e-20ea-ddabd1d01e09,ebd48bbc-d781-c334-1ed5-33ebb47b776c,SAMPLE-METRO-CEBU-0730220000-02,8a64a37c-1784-ec67-5fff-bbb82449dedc,PH-PSGC-0730220000,0730220000,CANONICAL_CLEAN_BUILD,I006_METROPOLITAN_SAMPLE,objects/reference-data/sites.synthetic-metropolitan-site-groups-sites.seed.sql,9d861ae9,Synthetic Site-to-LGU assignment for I-006 jurisdiction-coverage proof only.,ACTIVE,2026-07-27 16:00:00+00,,SYNTHETIC_NO_REALISTIC_EQUIVALENT,KEEP_FOR_TEST_SCOPE_ONLY,NO_REALISTIC_EQUIVALENT,The assignment belongs to a synthetic ordinal Site and cannot be transferred to a realistic Site.
47ed2d79-a6a7-0ead-67ce-d07e2d1dab61,61411873-436c-19c1-3e93-f7484aea7843,SAMPLE-METRO-CEBU-0730600000-01,42689eb0-66a8-04bb-96fd-c8d32caad475,PH-PSGC-0730600000,0730600000,CANONICAL_CLEAN_BUILD,I006_METROPOLITAN_SAMPLE,objects/reference-data/sites.synthetic-metropolitan-site-groups-sites.seed.sql,9d861ae9,Synthetic Site-to-LGU assignment for I-006 jurisdiction-coverage proof only.,ACTIVE,2026-07-27 16:00:00+00,,SYNTHETIC_NO_REALISTIC_EQUIVALENT,KEEP_FOR_TEST_SCOPE_ONLY,NO_REALISTIC_EQUIVALENT,The assignment belongs to a synthetic ordinal Site and cannot be transferred to a realistic Site.
29b3d5a8-2dac-1620-28d9-7f9751599b03,20525272-1f3b-71ca-6672-b12ed8066a81,SAMPLE-METRO-CEBU-0730600000-02,42689eb0-66a8-04bb-96fd-c8d32caad475,PH-PSGC-0730600000,0730600000,CANONICAL_CLEAN_BUILD,I006_METROPOLITAN_SAMPLE,objects/reference-data/sites.synthetic-metropolitan-site-groups-sites.seed.sql,9d861ae9,Synthetic Site-to-LGU assignment for I-006 jurisdiction-coverage proof only.,ACTIVE,2026-07-27 16:00:00+00,,SYNTHETIC_NO_REALISTIC_EQUIVALENT,KEEP_FOR_TEST_SCOPE_ONLY,NO_REALISTIC_EQUIVALENT,The assignment belongs to a synthetic ordinal Site and cannot be transferred to a realistic Site.
4c6f0114-a5b4-922d-c114-66b1a6f47cf5,cc492872-9844-022d-b65c-f5cc71cfb9e9,SAMPLE-METRO-CEBU-0731100000-01,23104fc9-a144-381c-4347-ccb2aa1a2998,PH-PSGC-0731100000,0731100000,CANONICAL_CLEAN_BUILD,I006_METROPOLITAN_SAMPLE,objects/reference-data/sites.synthetic-metropolitan-site-groups-sites.seed.sql,9d861ae9,Synthetic Site-to-LGU assignment for I-006 jurisdiction-coverage proof only.,ACTIVE,2026-07-27 16:00:00+00,,SYNTHETIC_NO_REALISTIC_EQUIVALENT,KEEP_FOR_TEST_SCOPE_ONLY,NO_REALISTIC_EQUIVALENT,The assignment belongs to a synthetic ordinal Site and cannot be transferred to a realistic Site.
4fe25372-4fec-c42c-1210-ed35a56928c1,3e17d7e6-3558-30af-3a54-1c184b8f63cc,SAMPLE-METRO-CEBU-0731100000-02,23104fc9-a144-381c-4347-ccb2aa1a2998,PH-PSGC-0731100000,0731100000,CANONICAL_CLEAN_BUILD,I006_METROPOLITAN_SAMPLE,objects/reference-data/sites.synthetic-metropolitan-site-groups-sites.seed.sql,9d861ae9,Synthetic Site-to-LGU assignment for I-006 jurisdiction-coverage proof only.,ACTIVE,2026-07-27 16:00:00+00,,SYNTHETIC_NO_REALISTIC_EQUIVALENT,KEEP_FOR_TEST_SCOPE_ONLY,NO_REALISTIC_EQUIVALENT,The assignment belongs to a synthetic ordinal Site and cannot be transferred to a realistic Site.
23fe327a-be5b-2ba1-0b20-2007f8803f67,6c4567ea-b989-9ea9-5346-e672f6926f03,SAMPLE-METRO-DAVAO-1123030000-01,def9ac71-37b3-52e7-541e-ba3dd87ebd01,PH-PSGC-1123030000,1123030000,CANONICAL_CLEAN_BUILD,I006_METROPOLITAN_SAMPLE,objects/reference-data/sites.synthetic-metropolitan-site-groups-sites.seed.sql,9d861ae9,Synthetic Site-to-LGU assignment for I-006 jurisdiction-coverage proof only.,ACTIVE,2026-07-27 16:00:00+00,,SYNTHETIC_NO_REALISTIC_EQUIVALENT,KEEP_FOR_TEST_SCOPE_ONLY,NO_REALISTIC_EQUIVALENT,The assignment belongs to a synthetic ordinal Site and cannot be transferred to a realistic Site.
9032f213-0263-5d4c-9f5e-09422b8f91b3,62be0d9e-030d-95d8-cac4-efc3298e18fc,SAMPLE-METRO-DAVAO-1123030000-02,def9ac71-37b3-52e7-541e-ba3dd87ebd01,PH-PSGC-1123030000,1123030000,CANONICAL_CLEAN_BUILD,I006_METROPOLITAN_SAMPLE,objects/reference-data/sites.synthetic-metropolitan-site-groups-sites.seed.sql,9d861ae9,Synthetic Site-to-LGU assignment for I-006 jurisdiction-coverage proof only.,ACTIVE,2026-07-27 16:00:00+00,,SYNTHETIC_NO_REALISTIC_EQUIVALENT,KEEP_FOR_TEST_SCOPE_ONLY,NO_REALISTIC_EQUIVALENT,The assignment belongs to a synthetic ordinal Site and cannot be transferred to a realistic Site.
4f64f22a-e393-0f74-ea0f-9f38b155cf6c,d9c0c919-9e9a-9c3a-8702-637952510c5f,SAMPLE-METRO-DAVAO-1123150000-01,4524cfaa-c038-3ec9-8a6e-2513f65c67c1,PH-PSGC-1123150000,1123150000,CANONICAL_CLEAN_BUILD,I006_METROPOLITAN_SAMPLE,objects/reference-data/sites.synthetic-metropolitan-site-groups-sites.seed.sql,9d861ae9,Synthetic Site-to-LGU assignment for I-006 jurisdiction-coverage proof only.,ACTIVE,2026-07-27 16:00:00+00,,SYNTHETIC_NO_REALISTIC_EQUIVALENT,KEEP_FOR_TEST_SCOPE_ONLY,NO_REALISTIC_EQUIVALENT,The assignment belongs to a synthetic ordinal Site and cannot be transferred to a realistic Site.
db535512-7801-03a5-7271-67bf8bfdf11c,c7a66d24-6a70-0b97-e3e7-16ebd40ca07e,SAMPLE-METRO-DAVAO-1123150000-02,4524cfaa-c038-3ec9-8a6e-2513f65c67c1,PH-PSGC-1123150000,1123150000,CANONICAL_CLEAN_BUILD,I006_METROPOLITAN_SAMPLE,objects/reference-data/sites.synthetic-metropolitan-site-groups-sites.seed.sql,9d861ae9,Synthetic Site-to-LGU assignment for I-006 jurisdiction-coverage proof only.,ACTIVE,2026-07-27 16:00:00+00,,SYNTHETIC_NO_REALISTIC_EQUIVALENT,KEEP_FOR_TEST_SCOPE_ONLY,NO_REALISTIC_EQUIVALENT,The assignment belongs to a synthetic ordinal Site and cannot be transferred to a realistic Site.
178dab0b-5bbe-4654-637b-1816f0948e31,a59eb4c5-9400-9110-505c-f973721c48f1,SAMPLE-METRO-DAVAO-1123170000-01,6845ad3a-95d3-af8e-d3ae-81df4eb3ff97,PH-PSGC-1123170000,1123170000,CANONICAL_CLEAN_BUILD,I006_METROPOLITAN_SAMPLE,objects/reference-data/sites.synthetic-metropolitan-site-groups-sites.seed.sql,9d861ae9,Synthetic Site-to-LGU assignment for I-006 jurisdiction-coverage proof only.,ACTIVE,2026-07-27 16:00:00+00,,SYNTHETIC_NO_REALISTIC_EQUIVALENT,KEEP_FOR_TEST_SCOPE_ONLY,NO_REALISTIC_EQUIVALENT,The assignment belongs to a synthetic ordinal Site and cannot be transferred to a realistic Site.
dfbe4c95-f6ad-84e1-1804-76b0c030a756,b602683d-417b-66fd-ea29-1df38e7faeea,SAMPLE-METRO-DAVAO-1123170000-02,6845ad3a-95d3-af8e-d3ae-81df4eb3ff97,PH-PSGC-1123170000,1123170000,CANONICAL_CLEAN_BUILD,I006_METROPOLITAN_SAMPLE,objects/reference-data/sites.synthetic-metropolitan-site-groups-sites.seed.sql,9d861ae9,Synthetic Site-to-LGU assignment for I-006 jurisdiction-coverage proof only.,ACTIVE,2026-07-27 16:00:00+00,,SYNTHETIC_NO_REALISTIC_EQUIVALENT,KEEP_FOR_TEST_SCOPE_ONLY,NO_REALISTIC_EQUIVALENT,The assignment belongs to a synthetic ordinal Site and cannot be transferred to a realistic Site.
2f0d0132-4802-72bf-02da-c97d0b0a1e80,9d09ffc1-5a21-7131-7fa7-7e1f7e3ada51,SAMPLE-METRO-DAVAO-1123190000-01,cd35d5ea-e4c1-a824-fdb0-d44fb115c3d2,PH-PSGC-1123190000,1123190000,CANONICAL_CLEAN_BUILD,I006_METROPOLITAN_SAMPLE,objects/reference-data/sites.synthetic-metropolitan-site-groups-sites.seed.sql,9d861ae9,Synthetic Site-to-LGU assignment for I-006 jurisdiction-coverage proof only.,ACTIVE,2026-07-27 16:00:00+00,,SYNTHETIC_NO_REALISTIC_EQUIVALENT,KEEP_FOR_TEST_SCOPE_ONLY,NO_REALISTIC_EQUIVALENT,The assignment belongs to a synthetic ordinal Site and cannot be transferred to a realistic Site.
3982ad86-901e-1574-6f0d-357582a13d63,7a279924-8753-161c-a300-446b50b841b1,SAMPLE-METRO-DAVAO-1123190000-02,cd35d5ea-e4c1-a824-fdb0-d44fb115c3d2,PH-PSGC-1123190000,1123190000,CANONICAL_CLEAN_BUILD,I006_METROPOLITAN_SAMPLE,objects/reference-data/sites.synthetic-metropolitan-site-groups-sites.seed.sql,9d861ae9,Synthetic Site-to-LGU assignment for I-006 jurisdiction-coverage proof only.,ACTIVE,2026-07-27 16:00:00+00,,SYNTHETIC_NO_REALISTIC_EQUIVALENT,KEEP_FOR_TEST_SCOPE_ONLY,NO_REALISTIC_EQUIVALENT,The assignment belongs to a synthetic ordinal Site and cannot be transferred to a realistic Site.
7af01ab5-0983-bdb3-e7fc-1d2ee347a333,5b5fc059-ac1e-c092-4bed-88545d6179b6,SAMPLE-METRO-DAVAO-1124030000-01,f8d4277e-e895-9cad-4b6f-a804a2b32636,PH-PSGC-1124030000,1124030000,CANONICAL_CLEAN_BUILD,I006_METROPOLITAN_SAMPLE,objects/reference-data/sites.synthetic-metropolitan-site-groups-sites.seed.sql,9d861ae9,Synthetic Site-to-LGU assignment for I-006 jurisdiction-coverage proof only.,ACTIVE,2026-07-27 16:00:00+00,,SYNTHETIC_NO_REALISTIC_EQUIVALENT,KEEP_FOR_TEST_SCOPE_ONLY,NO_REALISTIC_EQUIVALENT,The assignment belongs to a synthetic ordinal Site and cannot be transferred to a realistic Site.
8525fae3-b2ae-f2cd-7016-a5a8c49b4a32,dc6f54f2-48f3-0bb3-4757-548c2343c1c9,SAMPLE-METRO-DAVAO-1124030000-02,f8d4277e-e895-9cad-4b6f-a804a2b32636,PH-PSGC-1124030000,1124030000,CANONICAL_CLEAN_BUILD,I006_METROPOLITAN_SAMPLE,objects/reference-data/sites.synthetic-metropolitan-site-groups-sites.seed.sql,9d861ae9,Synthetic Site-to-LGU assignment for I-006 jurisdiction-coverage proof only.,ACTIVE,2026-07-27 16:00:00+00,,SYNTHETIC_NO_REALISTIC_EQUIVALENT,KEEP_FOR_TEST_SCOPE_ONLY,NO_REALISTIC_EQUIVALENT,The assignment belongs to a synthetic ordinal Site and cannot be transferred to a realistic Site.
ad28dc41-3843-46a9-d26f-d1ab322042f2,c9dd87ab-f48d-1e1e-6993-0ceb1795929e,SAMPLE-METRO-DAVAO-1124040000-01,9ab73262-484d-bdd9-e7b1-ee65da53efd6,PH-PSGC-1124040000,1124040000,CANONICAL_CLEAN_BUILD,I006_METROPOLITAN_SAMPLE,objects/reference-data/sites.synthetic-metropolitan-site-groups-sites.seed.sql,9d861ae9,Synthetic Site-to-LGU assignment for I-006 jurisdiction-coverage proof only.,ACTIVE,2026-07-27 16:00:00+00,,SYNTHETIC_NO_REALISTIC_EQUIVALENT,KEEP_FOR_TEST_SCOPE_ONLY,NO_REALISTIC_EQUIVALENT,The assignment belongs to a synthetic ordinal Site and cannot be transferred to a realistic Site.
