"reference_scope","fixture_family","fixture_id","fixture_code","repository","commit","schema","table","column","constraint","row_count","lifecycle_state","nullable","reference_class","historical","test_only","can_reassign_safely","must_remain_immutable","source_path","action","notes"
"DATABASE","I006_METROPOLITAN_SAMPLE","ALL_SAMPLE_SITES","SAMPLE-METRO-*-*","exitpassdb_v1.2","bc12be5a672e86582b1196dd288211d5b8a371aa","discounts","statutory_parking_site_policy_coverage","site_group_id,site_id","logical reference; no declared FK","180","RESEARCH_DERIVED","YES","TEST_ONLY_RESEARCH_PROJECTION","false","true","false","true","objects/reference-data/discounts.statutory-parking-policy-research-mappings.seed.sql","KEEP_FOR_TEST_SCOPE_ONLY","Two entitlement coverage rows per synthetic Site."
"DATABASE","OVERLOADED_7700_TEST_FIXTURE","77000000-0000-0000-0000-000000000001","OVERLOADED_7700_SITE_GROUP","exitpassdb_v1.2","bc12be5a672e86582b1196dd288211d5b8a371aa","conditional_uat","multiple","site_group_id","scenario-dependent","0","ABSENT_FROM_CLEAN_BUILD","SCENARIO_DEPENDENT","UAT_AND_LOCAL_FIXTURE","potential","true","false","true","objects/uat/operator-console.statutory-discount-pilot-fixture-seed.sql","SCHEMA_OR_GOVERNANCE_DECISION_REQUIRED","Seeded only by explicit UAT/manual scripts and overloaded by incompatible fixture families."
"DATABASE","OVERLOADED_7700_TEST_FIXTURE","77000000-0000-0000-0000-000000000002","OVERLOADED_7700_TEST_SITE","exitpassdb_v1.2","bc12be5a672e86582b1196dd288211d5b8a371aa","conditional_uat","multiple","site_id","scenario-dependent","0","ABSENT_FROM_CLEAN_BUILD","SCENARIO_DEPENDENT","UAT_AND_LOCAL_FIXTURE","potential","true","false","true","objects/uat/operator-console.statutory-discount-pilot-fixture-seed.sql","SCHEMA_OR_GOVERNANCE_DECISION_REQUIRED","Seeded only by explicit UAT/manual scripts and overloaded by incompatible fixture families."
"DECLARED_FK_CATALOG","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","exitpassdb_v1.2","bc12be5a672e86582b1196dd288211d5b8a371aa","core","fiscal_issuance_references","site_id","fk_fiscal_issuance_references__site_id","0","ZERO_ROWS_IN_CLEAN_BUILD","YES","POTENTIAL_HISTORICAL_OR_AUDIT_REFERENCE","potential","false","false","true","PostgreSQL pg_constraint at merged clean-build commit","ENVIRONMENT_SPECIFIC_PREFLIGHT_REQUIRED","Declared foreign key into sites.site_groups, sites.sites, or sites.site_jurisdiction_assignments; deployed row counts must be recomputed per environment."
"DECLARED_FK_CATALOG","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","exitpassdb_v1.2","bc12be5a672e86582b1196dd288211d5b8a371aa","discounts","statutory_discount_payable_basis_application_commands","site_id","fk_stat_discount_pba_commands__site","0","ZERO_ROWS_IN_CLEAN_BUILD","YES","POTENTIAL_HISTORICAL_OR_AUDIT_REFERENCE","potential","false","false","true","PostgreSQL pg_constraint at merged clean-build commit","ENVIRONMENT_SPECIFIC_PREFLIGHT_REQUIRED","Declared foreign key into sites.site_groups, sites.sites, or sites.site_jurisdiction_assignments; deployed row counts must be recomputed per environment."
"DECLARED_FK_CATALOG","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","exitpassdb_v1.2","bc12be5a672e86582b1196dd288211d5b8a371aa","discounts","statutory_discount_policy_versions","site_id","fk_sd_policy_versions__site","0","ZERO_ROWS_IN_CLEAN_BUILD","YES","POTENTIAL_HISTORICAL_OR_AUDIT_REFERENCE","potential","false","false","true","PostgreSQL pg_constraint at merged clean-build commit","ENVIRONMENT_SPECIFIC_PREFLIGHT_REQUIRED","Declared foreign key into sites.site_groups, sites.sites, or sites.site_jurisdiction_assignments; deployed row counts must be recomputed per environment."
"DECLARED_FK_CATALOG","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","exitpassdb_v1.2","bc12be5a672e86582b1196dd288211d5b8a371aa","discounts","statutory_discount_policy_versions","site_group_id","fk_sd_policy_versions__site_group","0","ZERO_ROWS_IN_CLEAN_BUILD","YES","POTENTIAL_HISTORICAL_OR_AUDIT_REFERENCE","potential","false","false","true","PostgreSQL pg_constraint at merged clean-build commit","ENVIRONMENT_SPECIFIC_PREFLIGHT_REQUIRED","Declared foreign key into sites.site_groups, sites.sites, or sites.site_jurisdiction_assignments; deployed row counts must be recomputed per environment."
"DECLARED_FK_CATALOG","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","exitpassdb_v1.2","bc12be5a672e86582b1196dd288211d5b8a371aa","discounts","statutory_evidence_events","site_id","fk_statutory_evidence_events__site","0","ZERO_ROWS_IN_CLEAN_BUILD","YES","POTENTIAL_HISTORICAL_OR_AUDIT_REFERENCE","potential","false","false","true","PostgreSQL pg_constraint at merged clean-build commit","ENVIRONMENT_SPECIFIC_PREFLIGHT_REQUIRED","Declared foreign key into sites.site_groups, sites.sites, or sites.site_jurisdiction_assignments; deployed row counts must be recomputed per environment."
"DECLARED_FK_CATALOG","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","exitpassdb_v1.2","bc12be5a672e86582b1196dd288211d5b8a371aa","discounts","statutory_evidence_events","site_group_id","fk_statutory_evidence_events__site_group","0","ZERO_ROWS_IN_CLEAN_BUILD","YES","POTENTIAL_HISTORICAL_OR_AUDIT_REFERENCE","potential","false","false","true","PostgreSQL pg_constraint at merged clean-build commit","ENVIRONMENT_SPECIFIC_PREFLIGHT_REQUIRED","Declared foreign key into sites.site_groups, sites.sites, or sites.site_jurisdiction_assignments; deployed row counts must be recomputed per environment."
"DECLARED_FK_CATALOG","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","exitpassdb_v1.2","bc12be5a672e86582b1196dd288211d5b8a371aa","discounts","statutory_evidence_principal_scope_grants","site_id","fk_stat_ev_scope_grants__site","0","ZERO_ROWS_IN_CLEAN_BUILD","YES","POTENTIAL_HISTORICAL_OR_AUDIT_REFERENCE","potential","false","false","true","PostgreSQL pg_constraint at merged clean-build commit","ENVIRONMENT_SPECIFIC_PREFLIGHT_REQUIRED","Declared foreign key into sites.site_groups, sites.sites, or sites.site_jurisdiction_assignments; deployed row counts must be recomputed per environment."
"DECLARED_FK_CATALOG","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","exitpassdb_v1.2","bc12be5a672e86582b1196dd288211d5b8a371aa","discounts","statutory_evidence_principal_scope_grants","site_group_id","fk_stat_ev_scope_grants__site_group","0","ZERO_ROWS_IN_CLEAN_BUILD","YES","POTENTIAL_HISTORICAL_OR_AUDIT_REFERENCE","potential","false","false","true","PostgreSQL pg_constraint at merged clean-build commit","ENVIRONMENT_SPECIFIC_PREFLIGHT_REQUIRED","Declared foreign key into sites.site_groups, sites.sites, or sites.site_jurisdiction_assignments; deployed row counts must be recomputed per environment."
"DECLARED_FK_CATALOG","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","exitpassdb_v1.2","bc12be5a672e86582b1196dd288211d5b8a371aa","discounts","statutory_evidence_sets","site_id","fk_statutory_evidence_sets__site","0","ZERO_ROWS_IN_CLEAN_BUILD","NO","POTENTIAL_HISTORICAL_OR_AUDIT_REFERENCE","potential","false","false","true","PostgreSQL pg_constraint at merged clean-build commit","ENVIRONMENT_SPECIFIC_PREFLIGHT_REQUIRED","Declared foreign key into sites.site_groups, sites.sites, or sites.site_jurisdiction_assignments; deployed row counts must be recomputed per environment."
"DECLARED_FK_CATALOG","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","exitpassdb_v1.2","bc12be5a672e86582b1196dd288211d5b8a371aa","discounts","statutory_evidence_sets","site_group_id","fk_statutory_evidence_sets__site_group","0","ZERO_ROWS_IN_CLEAN_BUILD","NO","POTENTIAL_HISTORICAL_OR_AUDIT_REFERENCE","potential","false","false","true","PostgreSQL pg_constraint at merged clean-build commit","ENVIRONMENT_SPECIFIC_PREFLIGHT_REQUIRED","Declared foreign key into sites.site_groups, sites.sites, or sites.site_jurisdiction_assignments; deployed row counts must be recomputed per environment."
"DECLARED_FK_CATALOG","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","exitpassdb_v1.2","bc12be5a672e86582b1196dd288211d5b8a371aa","identity","privileged_access_requests","requested_site_id","fk_privileged_access_requests__site","0","ZERO_ROWS_IN_CLEAN_BUILD","YES","POTENTIAL_CONTROLLED_REFERENCE","potential","false","false","true","PostgreSQL pg_constraint at merged clean-build commit","ENVIRONMENT_SPECIFIC_PREFLIGHT_REQUIRED","Declared foreign key into sites.site_groups, sites.sites, or sites.site_jurisdiction_assignments; deployed row counts must be recomputed per environment."
"DECLARED_FK_CATALOG","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","exitpassdb_v1.2","bc12be5a672e86582b1196dd288211d5b8a371aa","identity","privileged_access_requests","requested_site_group_id","fk_privileged_access_requests__site_group","0","ZERO_ROWS_IN_CLEAN_BUILD","YES","POTENTIAL_CONTROLLED_REFERENCE","potential","false","false","true","PostgreSQL pg_constraint at merged clean-build commit","ENVIRONMENT_SPECIFIC_PREFLIGHT_REQUIRED","Declared foreign key into sites.site_groups, sites.sites, or sites.site_jurisdiction_assignments; deployed row counts must be recomputed per environment."
"DECLARED_FK_CATALOG","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","exitpassdb_v1.2","bc12be5a672e86582b1196dd288211d5b8a371aa","identity","user_role_scope_grants","site_id","fk_user_role_scope_grants__site","0","ZERO_ROWS_IN_CLEAN_BUILD","YES","POTENTIAL_CONTROLLED_REFERENCE","potential","false","false","true","PostgreSQL pg_constraint at merged clean-build commit","ENVIRONMENT_SPECIFIC_PREFLIGHT_REQUIRED","Declared foreign key into sites.site_groups, sites.sites, or sites.site_jurisdiction_assignments; deployed row counts must be recomputed per environment."
"DECLARED_FK_CATALOG","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","exitpassdb_v1.2","bc12be5a672e86582b1196dd288211d5b8a371aa","identity","user_role_scope_grants","site_group_id","fk_user_role_scope_grants__site_group","0","ZERO_ROWS_IN_CLEAN_BUILD","YES","POTENTIAL_CONTROLLED_REFERENCE","potential","false","false","true","PostgreSQL pg_constraint at merged clean-build commit","ENVIRONMENT_SPECIFIC_PREFLIGHT_REQUIRED","Declared foreign key into sites.site_groups, sites.sites, or sites.site_jurisdiction_assignments; deployed row counts must be recomputed per environment."
"DECLARED_FK_CATALOG","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","exitpassdb_v1.2","bc12be5a672e86582b1196dd288211d5b8a371aa","operator_console","operator_access_evaluations","site_group_id","fk_operator_access_evaluations__site_group_id","0","ZERO_ROWS_IN_CLEAN_BUILD","YES","POTENTIAL_HISTORICAL_OR_AUDIT_REFERENCE","potential","false","false","true","PostgreSQL pg_constraint at merged clean-build commit","ENVIRONMENT_SPECIFIC_PREFLIGHT_REQUIRED","Declared foreign key into sites.site_groups, sites.sites, or sites.site_jurisdiction_assignments; deployed row counts must be recomputed per environment."
"DECLARED_FK_CATALOG","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","exitpassdb_v1.2","bc12be5a672e86582b1196dd288211d5b8a371aa","operator_console","operator_access_evaluations","site_id","fk_operator_access_evaluations__site_id","0","ZERO_ROWS_IN_CLEAN_BUILD","YES","POTENTIAL_HISTORICAL_OR_AUDIT_REFERENCE","potential","false","false","true","PostgreSQL pg_constraint at merged clean-build commit","ENVIRONMENT_SPECIFIC_PREFLIGHT_REQUIRED","Declared foreign key into sites.site_groups, sites.sites, or sites.site_jurisdiction_assignments; deployed row counts must be recomputed per environment."
"DECLARED_FK_CATALOG","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","exitpassdb_v1.2","bc12be5a672e86582b1196dd288211d5b8a371aa","operator_console","operator_device_assignment_history","site_group_id","fk_operator_device_assignment_history__site_group_id","0","ZERO_ROWS_IN_CLEAN_BUILD","NO","POTENTIAL_HISTORICAL_OR_AUDIT_REFERENCE","potential","false","false","true","PostgreSQL pg_constraint at merged clean-build commit","ENVIRONMENT_SPECIFIC_PREFLIGHT_REQUIRED","Declared foreign key into sites.site_groups, sites.sites, or sites.site_jurisdiction_assignments; deployed row counts must be recomputed per environment."
"DECLARED_FK_CATALOG","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","exitpassdb_v1.2","bc12be5a672e86582b1196dd288211d5b8a371aa","operator_console","operator_device_assignment_history","site_id","fk_operator_device_assignment_history__site_id","0","ZERO_ROWS_IN_CLEAN_BUILD","NO","POTENTIAL_HISTORICAL_OR_AUDIT_REFERENCE","potential","false","false","true","PostgreSQL pg_constraint at merged clean-build commit","ENVIRONMENT_SPECIFIC_PREFLIGHT_REQUIRED","Declared foreign key into sites.site_groups, sites.sites, or sites.site_jurisdiction_assignments; deployed row counts must be recomputed per environment."
"DECLARED_FK_CATALOG","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","exitpassdb_v1.2","bc12be5a672e86582b1196dd288211d5b8a371aa","operator_console","operator_device_bindings","site_group_id","fk_operator_device_bindings__site_group_id","0","ZERO_ROWS_IN_CLEAN_BUILD","NO","POTENTIAL_HISTORICAL_OR_AUDIT_REFERENCE","potential","false","false","true","PostgreSQL pg_constraint at merged clean-build commit","ENVIRONMENT_SPECIFIC_PREFLIGHT_REQUIRED","Declared foreign key into sites.site_groups, sites.sites, or sites.site_jurisdiction_assignments; deployed row counts must be recomputed per environment."
"DECLARED_FK_CATALOG","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","exitpassdb_v1.2","bc12be5a672e86582b1196dd288211d5b8a371aa","operator_console","operator_device_bindings","site_id","fk_operator_device_bindings__site_id","0","ZERO_ROWS_IN_CLEAN_BUILD","NO","POTENTIAL_HISTORICAL_OR_AUDIT_REFERENCE","potential","false","false","true","PostgreSQL pg_constraint at merged clean-build commit","ENVIRONMENT_SPECIFIC_PREFLIGHT_REQUIRED","Declared foreign key into sites.site_groups, sites.sites, or sites.site_jurisdiction_assignments; deployed row counts must be recomputed per environment."
"DECLARED_FK_CATALOG","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","exitpassdb_v1.2","bc12be5a672e86582b1196dd288211d5b8a371aa","operator_console","operator_shift_versions","site_id","fk_operator_shift_versions__site_id","0","ZERO_ROWS_IN_CLEAN_BUILD","YES","POTENTIAL_HISTORICAL_OR_AUDIT_REFERENCE","potential","false","false","true","PostgreSQL pg_constraint at merged clean-build commit","ENVIRONMENT_SPECIFIC_PREFLIGHT_REQUIRED","Declared foreign key into sites.site_groups, sites.sites, or sites.site_jurisdiction_assignments; deployed row counts must be recomputed per environment."
"DECLARED_FK_CATALOG","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","exitpassdb_v1.2","bc12be5a672e86582b1196dd288211d5b8a371aa","operator_console","operator_shifts","site_group_id","fk_operator_shifts__site_group_id","0","ZERO_ROWS_IN_CLEAN_BUILD","NO","POTENTIAL_HISTORICAL_OR_AUDIT_REFERENCE","potential","false","false","true","PostgreSQL pg_constraint at merged clean-build commit","ENVIRONMENT_SPECIFIC_PREFLIGHT_REQUIRED","Declared foreign key into sites.site_groups, sites.sites, or sites.site_jurisdiction_assignments; deployed row counts must be recomputed per environment."
"DECLARED_FK_CATALOG","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","exitpassdb_v1.2","bc12be5a672e86582b1196dd288211d5b8a371aa","operator_console","operator_shifts","site_id","fk_operator_shifts__site_id","0","ZERO_ROWS_IN_CLEAN_BUILD","NO","POTENTIAL_HISTORICAL_OR_AUDIT_REFERENCE","potential","false","false","true","PostgreSQL pg_constraint at merged clean-build commit","ENVIRONMENT_SPECIFIC_PREFLIGHT_REQUIRED","Declared foreign key into sites.site_groups, sites.sites, or sites.site_jurisdiction_assignments; deployed row counts must be recomputed per environment."
"DECLARED_FK_CATALOG","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","exitpassdb_v1.2","bc12be5a672e86582b1196dd288211d5b8a371aa","operator_console","shift_revocations","site_id","fk_shift_revocations__site_id","0","ZERO_ROWS_IN_CLEAN_BUILD","NO","POTENTIAL_HISTORICAL_OR_AUDIT_REFERENCE","potential","false","false","true","PostgreSQL pg_constraint at merged clean-build commit","ENVIRONMENT_SPECIFIC_PREFLIGHT_REQUIRED","Declared foreign key into sites.site_groups, sites.sites, or sites.site_jurisdiction_assignments; deployed row counts must be recomputed per environment."
"DECLARED_FK_CATALOG","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","exitpassdb_v1.2","bc12be5a672e86582b1196dd288211d5b8a371aa","operator_console","shift_takeovers","site_id","fk_shift_takeovers__site_id","0","ZERO_ROWS_IN_CLEAN_BUILD","NO","POTENTIAL_HISTORICAL_OR_AUDIT_REFERENCE","potential","false","false","true","PostgreSQL pg_constraint at merged clean-build commit","ENVIRONMENT_SPECIFIC_PREFLIGHT_REQUIRED","Declared foreign key into sites.site_groups, sites.sites, or sites.site_jurisdiction_assignments; deployed row counts must be recomputed per environment."
"DECLARED_FK_CATALOG","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","exitpassdb_v1.2","bc12be5a672e86582b1196dd288211d5b8a371aa","operator_console","statutory_discount_service_channel_reviews","site_id","fk_stat_disc_svc_reviews__site","0","ZERO_ROWS_IN_CLEAN_BUILD","YES","POTENTIAL_HISTORICAL_OR_AUDIT_REFERENCE","potential","false","false","true","PostgreSQL pg_constraint at merged clean-build commit","ENVIRONMENT_SPECIFIC_PREFLIGHT_REQUIRED","Declared foreign key into sites.site_groups, sites.sites, or sites.site_jurisdiction_assignments; deployed row counts must be recomputed per environment."
"DECLARED_FK_CATALOG","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","exitpassdb_v1.2","bc12be5a672e86582b1196dd288211d5b8a371aa","sites","site_jurisdiction_assignments","site_id","fk_site_jurisdiction_assignments__site","90","ACTIVE_SYNTHETIC_ROWS","NO","POTENTIAL_CONTROLLED_REFERENCE","potential","false","false","true","PostgreSQL pg_constraint at merged clean-build commit","ENVIRONMENT_SPECIFIC_PREFLIGHT_REQUIRED","Declared foreign key into sites.site_groups, sites.sites, or sites.site_jurisdiction_assignments; deployed row counts must be recomputed per environment."
"DATABASE_TEXT_JSON_SCAN","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","exitpassdb_v1.2","bc12be5a672e86582b1196dd288211d5b8a371aa","coupons","coupon_rules","rule_value_text","none","2","CURRENT_CLEAN_BUILD","SCHEMA_DEFINED","CONTROLLED_CONFIGURATION","false","true","false","true","Read-only controlled text/JSON inventory","KEEP_UNCHANGED","MNT coupon rule text; matched fixture tokens=1"
"DATABASE_TEXT_JSON_SCAN","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","exitpassdb_v1.2","bc12be5a672e86582b1196dd288211d5b8a371aa","discounts","discount_policy_references","policy_code","none","2","CURRENT_CLEAN_BUILD","SCHEMA_DEFINED","LOCAL_DEVELOPMENT_POLICY","false","true","false","true","Read-only controlled text/JSON inventory","KEEP_UNCHANGED","MNT local policy codes; matched fixture tokens=1"
"DATABASE_TEXT_JSON_SCAN","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","exitpassdb_v1.2","bc12be5a672e86582b1196dd288211d5b8a371aa","discounts","statutory_parking_site_policy_coverage","site_code","none","180","CURRENT_CLEAN_BUILD","SCHEMA_DEFINED","TEST_ONLY_RESEARCH_PROJECTION","false","true","false","true","Read-only controlled text/JSON inventory","KEEP_UNCHANGED","Synthetic Site codes and group-code prefixes in research projection; matched fixture tokens=93"
"DATABASE_TEXT_JSON_SCAN","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","exitpassdb_v1.2","bc12be5a672e86582b1196dd288211d5b8a371aa","gates","gate_devices","device_code","none","2","CURRENT_CLEAN_BUILD","SCHEMA_DEFINED","CONTROLLED_CONFIGURATION","false","true","false","true","Read-only controlled text/JSON inventory","KEEP_UNCHANGED","MNT gate device codes; matched fixture tokens=1"
"DATABASE_TEXT_JSON_SCAN","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","exitpassdb_v1.2","bc12be5a672e86582b1196dd288211d5b8a371aa","gates","gate_devices","serial_number","none","2","CURRENT_CLEAN_BUILD","SCHEMA_DEFINED","CONTROLLED_CONFIGURATION","false","true","false","true","Read-only controlled text/JSON inventory","KEEP_UNCHANGED","MNT gate serial markers; matched fixture tokens=1"
"DATABASE_TEXT_JSON_SCAN","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","exitpassdb_v1.2","bc12be5a672e86582b1196dd288211d5b8a371aa","merchants","merchants","merchant_code","none","2","CURRENT_CLEAN_BUILD","SCHEMA_DEFINED","CONTROLLED_CONFIGURATION","false","true","false","true","Read-only controlled text/JSON inventory","KEEP_UNCHANGED","MNT local merchant codes; controlled textual association; matched fixture tokens=1"
"DATABASE_TEXT_JSON_SCAN","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","ALL_VERIFIED_FIXTURES","exitpassdb_v1.2","bc12be5a672e86582b1196dd288211d5b8a371aa","sites","lanes","lane_description","none","5","CURRENT_CLEAN_BUILD","SCHEMA_DEFINED","CONTROLLED_CONFIGURATION","false","true","false","true","Read-only controlled text/JSON inventory","KEEP_UNCHANGED","MNT Site-code descriptions; matched fixture tokens=3"
