fixture_id,site_group_id,site_group_code,fixture_code,fixture_name,site_type,jurisdiction_id,lgu_code,catalog_presence,fixture_family,provenance_source,introducing_commit,purpose,current_status,public_lookup_enabled,payment_enabled,identity_classification,proposed_disposition,realistic_mapping_status,notes
eb512092-c687-f743-a00e-ed2bd24e4c35,d7852957-2043-2544-53c3-5799331f3d0c,SAMPLE-METRO-CEBU,SAMPLE-METRO-CEBU-0722220000-01,Synthetic Cordova Sample Site 1,OPEN_LOT,8bfe28ca-1587-96c8-47e4-1ea8f1217741,0722220000,CANONICAL_CLEAN_BUILD,I006_METROPOLITAN_SAMPLE,objects/reference-data/sites.synthetic-metropolitan-site-groups-sites.seed.sql,9d861ae9,Disabled I-006 jurisdiction-coverage proof only.,INACTIVE,false,false,SYNTHETIC_NO_REALISTIC_EQUIVALENT,KEEP_FOR_TEST_SCOPE_ONLY,NO_REALISTIC_EQUIVALENT,"Synthetic ordinal Site represents jurisdiction coverage, not a physical carpark."
b2df4156-e9f3-d83e-b3b4-dff05b2bc07e,d7852957-2043-2544-53c3-5799331f3d0c,SAMPLE-METRO-CEBU,SAMPLE-METRO-CEBU-0722220000-02,Synthetic Cordova Sample Site 2,OPEN_LOT,8bfe28ca-1587-96c8-47e4-1ea8f1217741,0722220000,CANONICAL_CLEAN_BUILD,I006_METROPOLITAN_SAMPLE,objects/reference-data/sites.synthetic-metropolitan-site-groups-sites.seed.sql,9d861ae9,Disabled I-006 jurisdiction-coverage proof only.,INACTIVE,false,false,SYNTHETIC_NO_REALISTIC_EQUIVALENT,KEEP_FOR_TEST_SCOPE_ONLY,NO_REALISTIC_EQUIVALENT,"Synthetic ordinal Site represents jurisdiction coverage, not a physical carpark."
1d107594-c8f3-0438-85e4-8018b6ad16e6,d7852957-2043-2544-53c3-5799331f3d0c,SAMPLE-METRO-CEBU,SAMPLE-METRO-CEBU-0722270000-01,Synthetic Liloan Sample Site 1,OPEN_LOT,57581cf3-bdb3-7274-fd2f-fa9d8574b8b9,0722270000,CANONICAL_CLEAN_BUILD,I006_METROPOLITAN_SAMPLE,objects/reference-data/sites.synthetic-metropolitan-site-groups-sites.seed.sql,9d861ae9,Disabled I-006 jurisdiction-coverage proof only.,INACTIVE,false,false,SYNTHETIC_NO_REALISTIC_EQUIVALENT,KEEP_FOR_TEST_SCOPE_ONLY,NO_REALISTIC_EQUIVALENT,"Synthetic ordinal Site represents jurisdiction coverage, not a physical carpark."
367b6555-35b7-471c-550c-92e2f601b329,d7852957-2043-2544-53c3-5799331f3d0c,SAMPLE-METRO-CEBU,SAMPLE-METRO-CEBU-0722270000-02,Synthetic Liloan Sample Site 2,OPEN_LOT,57581cf3-bdb3-7274-fd2f-fa9d8574b8b9,0722270000,CANONICAL_CLEAN_BUILD,I006_METROPOLITAN_SAMPLE,objects/reference-data/sites.synthetic-metropolitan-site-groups-sites.seed.sql,9d861ae9,Disabled I-006 jurisdiction-coverage proof only.,INACTIVE,false,false,SYNTHETIC_NO_REALISTIC_EQUIVALENT,KEEP_FOR_TEST_SCOPE_ONLY,NO_REALISTIC_EQUIVALENT,"Synthetic ordinal Site represents jurisdiction coverage, not a physical carpark."
afc0004e-0b6a-3f59-3d5a-ef0e41e7bf46,d7852957-2043-2544-53c3-5799331f3d0c,SAMPLE-METRO-CEBU,SAMPLE-METRO-CEBU-0722310000-01,Synthetic Minglanilla Sample Site 1,OPEN_LOT,42a7b40c-333b-ac53-66bb-167df0881ede,0722310000,CANONICAL_CLEAN_BUILD,I006_METROPOLITAN_SAMPLE,objects/reference-data/sites.synthetic-metropolitan-site-groups-sites.seed.sql,9d861ae9,Disabled I-006 jurisdiction-coverage proof only.,INACTIVE,false,false,SYNTHETIC_NO_REALISTIC_EQUIVALENT,KEEP_FOR_TEST_SCOPE_ONLY,NO_REALISTIC_EQUIVALENT,"Synthetic ordinal Site represents jurisdiction coverage, not a physical carpark."
75da0fe3-afe2-247e-6e61-9abd0eb5154a,d7852957-2043-2544-53c3-5799331f3d0c,SAMPLE-METRO-CEBU,SAMPLE-METRO-CEBU-0722310000-02,Synthetic Minglanilla Sample Site 2,OPEN_LOT,42a7b40c-333b-ac53-66bb-167df0881ede,0722310000,CANONICAL_CLEAN_BUILD,I006_METROPOLITAN_SAMPLE,objects/reference-data/sites.synthetic-metropolitan-site-groups-sites.seed.sql,9d861ae9,Disabled I-006 jurisdiction-coverage proof only.,INACTIVE,false,false,SYNTHETIC_NO_REALISTIC_EQUIVALENT,KEEP_FOR_TEST_SCOPE_ONLY,NO_REALISTIC_EQUIVALENT,"Synthetic ordinal Site represents jurisdiction coverage, not a physical carpark."
12217b68-1723-020b-b440-b0e17ffd64e9,d7852957-2043-2544-53c3-5799331f3d0c,SAMPLE-METRO-CEBU,SAMPLE-METRO-CEBU-0722340000-01,Synthetic Naga Sample Site 1,OPEN_LOT,0019b93b-dcef-28bb-155b-5510efb9e81a,0722340000,CANONICAL_CLEAN_BUILD,I006_METROPOLITAN_SAMPLE,objects/reference-data/sites.synthetic-metropolitan-site-groups-sites.seed.sql,9d861ae9,Disabled I-006 jurisdiction-coverage proof only.,INACTIVE,false,false,SYNTHETIC_NO_REALISTIC_EQUIVALENT,KEEP_FOR_TEST_SCOPE_ONLY,NO_REALISTIC_EQUIVALENT,"Synthetic ordinal Site represents jurisdiction coverage, not a physical carpark."
bb477aa2-822c-4fbf-3dfb-c37e5c4a132e,d7852957-2043-2544-53c3-5799331f3d0c,SAMPLE-METRO-CEBU,SAMPLE-METRO-CEBU-0722340000-02,Synthetic Naga Sample Site 2,OPEN_LOT,0019b93b-dcef-28bb-155b-5510efb9e81a,0722340000,CANONICAL_CLEAN_BUILD,I006_METROPOLITAN_SAMPLE,objects/reference-data/sites.synthetic-metropolitan-site-groups-sites.seed.sql,9d861ae9,Disabled I-006 jurisdiction-coverage proof only.,INACTIVE,false,false,SYNTHETIC_NO_REALISTIC_EQUIVALENT,KEEP_FOR_TEST_SCOPE_ONLY,NO_REALISTIC_EQUIVALENT,"Synthetic ordinal Site represents jurisdiction coverage, not a physical carpark."
e7b1867a-c686-aac3-dd2c-58cfe4648cbd,d7852957-2043-2544-53c3-5799331f3d0c,SAMPLE-METRO-CEBU,SAMPLE-METRO-CEBU-0722410000-01,Synthetic San Fernando Sample Site 1,OPEN_LOT,45916f34-a7fd-f559-4cf6-289adad35e3d,0722410000,CANONICAL_CLEAN_BUILD,I006_METROPOLITAN_SAMPLE,objects/reference-data/sites.synthetic-metropolitan-site-groups-sites.seed.sql,9d861ae9,Disabled I-006 jurisdiction-coverage proof only.,INACTIVE,false,false,SYNTHETIC_NO_REALISTIC_EQUIVALENT,KEEP_FOR_TEST_SCOPE_ONLY,NO_REALISTIC_EQUIVALENT,"Synthetic ordinal Site represents jurisdiction coverage, not a physical carpark."
b6776266-e97b-42b3-5946-11d2bacbab14,d7852957-2043-2544-53c3-5799331f3d0c,SAMPLE-METRO-CEBU,SAMPLE-METRO-CEBU-0722410000-02,Synthetic San Fernando Sample Site 2,OPEN_LOT,45916f34-a7fd-f559-4cf6-289adad35e3d,0722410000,CANONICAL_CLEAN_BUILD,I006_METROPOLITAN_SAMPLE,objects/reference-data/sites.synthetic-metropolitan-site-groups-sites.seed.sql,9d861ae9,Disabled I-006 jurisdiction-coverage proof only.,INACTIVE,false,false,SYNTHETIC_NO_REALISTIC_EQUIVALENT,KEEP_FOR_TEST_SCOPE_ONLY,NO_REALISTIC_EQUIVALENT,"Synthetic ordinal Site represents jurisdiction coverage, not a physical carpark."
7224333e-fb68-b2a2-9099-77433839b5e6,d7852957-2043-2544-53c3-5799331f3d0c,SAMPLE-METRO-CEBU,SAMPLE-METRO-CEBU-0722500000-01,Synthetic Talisay Sample Site 1,OPEN_LOT,a0fa46d8-416d-602e-4645-1005be6be601,0722500000,CANONICAL_CLEAN_BUILD,I006_METROPOLITAN_SAMPLE,objects/reference-data/sites.synthetic-metropolitan-site-groups-sites.seed.sql,9d861ae9,Disabled I-006 jurisdiction-coverage proof only.,INACTIVE,false,false,SYNTHETIC_NO_REALISTIC_EQUIVALENT,KEEP_FOR_TEST_SCOPE_ONLY,NO_REALISTIC_EQUIVALENT,"Synthetic ordinal Site represents jurisdiction coverage, not a physical carpark."
0691e758-5130-13ec-7bb2-3eaef4e57064,d7852957-2043-2544-53c3-5799331f3d0c,SAMPLE-METRO-CEBU,SAMPLE-METRO-CEBU-0722500000-02,Synthetic Talisay Sample Site 2,OPEN_LOT,a0fa46d8-416d-602e-4645-1005be6be601,0722500000,CANONICAL_CLEAN_BUILD,I006_METROPOLITAN_SAMPLE,objects/reference-data/sites.synthetic-metropolitan-site-groups-sites.seed.sql,9d861ae9,Disabled I-006 jurisdiction-coverage proof only.,INACTIVE,false,false,SYNTHETIC_NO_REALISTIC_EQUIVALENT,KEEP_FOR_TEST_SCOPE_ONLY,NO_REALISTIC_EQUIVALENT,"Synthetic ordinal Site represents jurisdiction coverage, not a physical carpark."
4db4a5fd-463c-ce0f-7b57-df2fd522282d,d7852957-2043-2544-53c3-5799331f3d0c,SAMPLE-METRO-CEBU,SAMPLE-METRO-CEBU-0730220000-01,Synthetic Mandaue Sample Site 1,OPEN_LOT,8a64a37c-1784-ec67-5fff-bbb82449dedc,0730220000,CANONICAL_CLEAN_BUILD,I006_METROPOLITAN_SAMPLE,objects/reference-data/sites.synthetic-metropolitan-site-groups-sites.seed.sql,9d861ae9,Disabled I-006 jurisdiction-coverage proof only.,INACTIVE,false,false,SYNTHETIC_NO_REALISTIC_EQUIVALENT,KEEP_FOR_TEST_SCOPE_ONLY,NO_REALISTIC_EQUIVALENT,"Synthetic ordinal Site represents jurisdiction coverage, not a physical carpark."
ebd48bbc-d781-c334-1ed5-33ebb47b776c,d7852957-2043-2544-53c3-5799331f3d0c,SAMPLE-METRO-CEBU,SAMPLE-METRO-CEBU-0730220000-02,Synthetic Mandaue Sample Site 2,OPEN_LOT,8a64a37c-1784-ec67-5fff-bbb82449dedc,0730220000,CANONICAL_CLEAN_BUILD,I006_METROPOLITAN_SAMPLE,objects/reference-data/sites.synthetic-metropolitan-site-groups-sites.seed.sql,9d861ae9,Disabled I-006 jurisdiction-coverage proof only.,INACTIVE,false,false,SYNTHETIC_NO_REALISTIC_EQUIVALENT,KEEP_FOR_TEST_SCOPE_ONLY,NO_REALISTIC_EQUIVALENT,"Synthetic ordinal Site represents jurisdiction coverage, not a physical carpark."
61411873-436c-19c1-3e93-f7484aea7843,d7852957-2043-2544-53c3-5799331f3d0c,SAMPLE-METRO-CEBU,SAMPLE-METRO-CEBU-0730600000-01,Synthetic Cebu City Sample Site 1,OPEN_LOT,42689eb0-66a8-04bb-96fd-c8d32caad475,0730600000,CANONICAL_CLEAN_BUILD,I006_METROPOLITAN_SAMPLE,objects/reference-data/sites.synthetic-metropolitan-site-groups-sites.seed.sql,9d861ae9,Disabled I-006 jurisdiction-coverage proof only.,INACTIVE,false,false,SYNTHETIC_NO_REALISTIC_EQUIVALENT,KEEP_FOR_TEST_SCOPE_ONLY,NO_REALISTIC_EQUIVALENT,"Synthetic ordinal Site represents jurisdiction coverage, not a physical carpark."
20525272-1f3b-71ca-6672-b12ed8066a81,d7852957-2043-2544-53c3-5799331f3d0c,SAMPLE-METRO-CEBU,SAMPLE-METRO-CEBU-0730600000-02,Synthetic Cebu City Sample Site 2,OPEN_LOT,42689eb0-66a8-04bb-96fd-c8d32caad475,0730600000,CANONICAL_CLEAN_BUILD,I006_METROPOLITAN_SAMPLE,objects/reference-data/sites.synthetic-metropolitan-site-groups-sites.seed.sql,9d861ae9,Disabled I-006 jurisdiction-coverage proof only.,INACTIVE,false,false,SYNTHETIC_NO_REALISTIC_EQUIVALENT,KEEP_FOR_TEST_SCOPE_ONLY,NO_REALISTIC_EQUIVALENT,"Synthetic ordinal Site represents jurisdiction coverage, not a physical carpark."
cc492872-9844-022d-b65c-f5cc71cfb9e9,d7852957-2043-2544-53c3-5799331f3d0c,SAMPLE-METRO-CEBU,SAMPLE-METRO-CEBU-0731100000-01,Synthetic Lapu-Lapu Sample Site 1,OPEN_LOT,23104fc9-a144-381c-4347-ccb2aa1a2998,0731100000,CANONICAL_CLEAN_BUILD,I006_METROPOLITAN_SAMPLE,objects/reference-data/sites.synthetic-metropolitan-site-groups-sites.seed.sql,9d861ae9,Disabled I-006 jurisdiction-coverage proof only.,INACTIVE,false,false,SYNTHETIC_NO_REALISTIC_EQUIVALENT,KEEP_FOR_TEST_SCOPE_ONLY,NO_REALISTIC_EQUIVALENT,"Synthetic ordinal Site represents jurisdiction coverage, not a physical carpark."
3e17d7e6-3558-30af-3a54-1c184b8f63cc,d7852957-2043-2544-53c3-5799331f3d0c,SAMPLE-METRO-CEBU,SAMPLE-METRO-CEBU-0731100000-02,Synthetic Lapu-Lapu Sample Site 2,OPEN_LOT,23104fc9-a144-381c-4347-ccb2aa1a2998,0731100000,CANONICAL_CLEAN_BUILD,I006_METROPOLITAN_SAMPLE,objects/reference-data/sites.synthetic-metropolitan-site-groups-sites.seed.sql,9d861ae9,Disabled I-006 jurisdiction-coverage proof only.,INACTIVE,false,false,SYNTHETIC_NO_REALISTIC_EQUIVALENT,KEEP_FOR_TEST_SCOPE_ONLY,NO_REALISTIC_EQUIVALENT,"Synthetic ordinal Site represents jurisdiction coverage, not a physical carpark."
6c4567ea-b989-9ea9-5346-e672f6926f03,23f84803-6d35-c49e-9c54-adae802eb230,SAMPLE-METRO-DAVAO,SAMPLE-METRO-DAVAO-1123030000-01,Synthetic Carmen Sample Site 1,OPEN_LOT,def9ac71-37b3-52e7-541e-ba3dd87ebd01,1123030000,CANONICAL_CLEAN_BUILD,I006_METROPOLITAN_SAMPLE,objects/reference-data/sites.synthetic-metropolitan-site-groups-sites.seed.sql,9d861ae9,Disabled I-006 jurisdiction-coverage proof only.,INACTIVE,false,false,SYNTHETIC_NO_REALISTIC_EQUIVALENT,KEEP_FOR_TEST_SCOPE_ONLY,NO_REALISTIC_EQUIVALENT,"Synthetic ordinal Site represents jurisdiction coverage, not a physical carpark."
62be0d9e-030d-95d8-cac4-efc3298e18fc,23f84803-6d35-c49e-9c54-adae802eb230,SAMPLE-METRO-DAVAO,SAMPLE-METRO-DAVAO-1123030000-02,Synthetic Carmen Sample Site 2,OPEN_LOT,def9ac71-37b3-52e7-541e-ba3dd87ebd01,1123030000,CANONICAL_CLEAN_BUILD,I006_METROPOLITAN_SAMPLE,objects/reference-data/sites.synthetic-metropolitan-site-groups-sites.seed.sql,9d861ae9,Disabled I-006 jurisdiction-coverage proof only.,INACTIVE,false,false,SYNTHETIC_NO_REALISTIC_EQUIVALENT,KEEP_FOR_TEST_SCOPE_ONLY,NO_REALISTIC_EQUIVALENT,"Synthetic ordinal Site represents jurisdiction coverage, not a physical carpark."
d9c0c919-9e9a-9c3a-8702-637952510c5f,23f84803-6d35-c49e-9c54-adae802eb230,SAMPLE-METRO-DAVAO,SAMPLE-METRO-DAVAO-1123150000-01,Synthetic Panabo Sample Site 1,OPEN_LOT,4524cfaa-c038-3ec9-8a6e-2513f65c67c1,1123150000,CANONICAL_CLEAN_BUILD,I006_METROPOLITAN_SAMPLE,objects/reference-data/sites.synthetic-metropolitan-site-groups-sites.seed.sql,9d861ae9,Disabled I-006 jurisdiction-coverage proof only.,INACTIVE,false,false,SYNTHETIC_NO_REALISTIC_EQUIVALENT,KEEP_FOR_TEST_SCOPE_ONLY,NO_REALISTIC_EQUIVALENT,"Synthetic ordinal Site represents jurisdiction coverage, not a physical carpark."
c7a66d24-6a70-0b97-e3e7-16ebd40ca07e,23f84803-6d35-c49e-9c54-adae802eb230,SAMPLE-METRO-DAVAO,SAMPLE-METRO-DAVAO-1123150000-02,Synthetic Panabo Sample Site 2,OPEN_LOT,4524cfaa-c038-3ec9-8a6e-2513f65c67c1,1123150000,CANONICAL_CLEAN_BUILD,I006_METROPOLITAN_SAMPLE,objects/reference-data/sites.synthetic-metropolitan-site-groups-sites.seed.sql,9d861ae9,Disabled I-006 jurisdiction-coverage proof only.,INACTIVE,false,false,SYNTHETIC_NO_REALISTIC_EQUIVALENT,KEEP_FOR_TEST_SCOPE_ONLY,NO_REALISTIC_EQUIVALENT,"Synthetic ordinal Site represents jurisdiction coverage, not a physical carpark."
a59eb4c5-9400-9110-505c-f973721c48f1,23f84803-6d35-c49e-9c54-adae802eb230,SAMPLE-METRO-DAVAO,SAMPLE-METRO-DAVAO-1123170000-01,Synthetic Samal Sample Site 1,OPEN_LOT,6845ad3a-95d3-af8e-d3ae-81df4eb3ff97,1123170000,CANONICAL_CLEAN_BUILD,I006_METROPOLITAN_SAMPLE,objects/reference-data/sites.synthetic-metropolitan-site-groups-sites.seed.sql,9d861ae9,Disabled I-006 jurisdiction-coverage proof only.,INACTIVE,false,false,SYNTHETIC_NO_REALISTIC_EQUIVALENT,KEEP_FOR_TEST_SCOPE_ONLY,NO_REALISTIC_EQUIVALENT,"Synthetic ordinal Site represents jurisdiction coverage, not a physical carpark."
b602683d-417b-66fd-ea29-1df38e7faeea,23f84803-6d35-c49e-9c54-adae802eb230,SAMPLE-METRO-DAVAO,SAMPLE-METRO-DAVAO-1123170000-02,Synthetic Samal Sample Site 2,OPEN_LOT,6845ad3a-95d3-af8e-d3ae-81df4eb3ff97,1123170000,CANONICAL_CLEAN_BUILD,I006_METROPOLITAN_SAMPLE,objects/reference-data/sites.synthetic-metropolitan-site-groups-sites.seed.sql,9d861ae9,Disabled I-006 jurisdiction-coverage proof only.,INACTIVE,false,false,SYNTHETIC_NO_REALISTIC_EQUIVALENT,KEEP_FOR_TEST_SCOPE_ONLY,NO_REALISTIC_EQUIVALENT,"Synthetic ordinal Site represents jurisdiction coverage, not a physical carpark."
9d09ffc1-5a21-7131-7fa7-7e1f7e3ada51,23f84803-6d35-c49e-9c54-adae802eb230,SAMPLE-METRO-DAVAO,SAMPLE-METRO-DAVAO-1123190000-01,Synthetic Tagum Sample Site 1,OPEN_LOT,cd35d5ea-e4c1-a824-fdb0-d44fb115c3d2,1123190000,CANONICAL_CLEAN_BUILD,I006_METROPOLITAN_SAMPLE,objects/reference-data/sites.synthetic-metropolitan-site-groups-sites.seed.sql,9d861ae9,Disabled I-006 jurisdiction-coverage proof only.,INACTIVE,false,false,SYNTHETIC_NO_REALISTIC_EQUIVALENT,KEEP_FOR_TEST_SCOPE_ONLY,NO_REALISTIC_EQUIVALENT,"Synthetic ordinal Site represents jurisdiction coverage, not a physical carpark."
7a279924-8753-161c-a300-446b50b841b1,23f84803-6d35-c49e-9c54-adae802eb230,SAMPLE-METRO-DAVAO,SAMPLE-METRO-DAVAO-1123190000-02,Synthetic Tagum Sample Site 2,OPEN_LOT,cd35d5ea-e4c1-a824-fdb0-d44fb115c3d2,1123190000,CANONICAL_CLEAN_BUILD,I006_METROPOLITAN_SAMPLE,objects/reference-data/sites.synthetic-metropolitan-site-groups-sites.seed.sql,9d861ae9,Disabled I-006 jurisdiction-coverage proof only.,INACTIVE,false,false,SYNTHETIC_NO_REALISTIC_EQUIVALENT,KEEP_FOR_TEST_SCOPE_ONLY,NO_REALISTIC_EQUIVALENT,"Synthetic ordinal Site represents jurisdiction coverage, not a physical carpark."
