"repository","commit","path","reference_type","matched_fixture_tokens","controls_runtime_behavior","later_migration_action","current_action","classification_basis"
"ExitPass","ee7bc7545054f8277301a8bf66cdf4ee8628afb7","docs/v1.3/operator-console/runbooks/ExitPass_Operator_Console_Statutory_Discount_Aligned_DB_UAT_Result_v1.0.md","DOCUMENTATION","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass","ee7bc7545054f8277301a8bf66cdf4ee8628afb7","docs/v1.3/operator-console/runbooks/ExitPass_Operator_Console_Statutory_Discount_Review_Apply_UAT_Smoke_Result_v1.0.md","DOCUMENTATION","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass","ee7bc7545054f8277301a8bf66cdf4ee8628afb7","ExitPass_Reference_Data_v1.2.sql","CONTROLLED_SOURCE_REFERENCE","110a07ad-773f-5018-b18a-d4d78e2ae6dd;594afaf3-6f55-54be-933d-c6572f4e02ec;db5f423b-ed17-59d4-a5be-e7440aca5b21;MNT;MNT_OPEN_LOT_A;MNT_STRUCTURED_B","true","KEEP_UNCHANGED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass","ee7bc7545054f8277301a8bf66cdf4ee8628afb7","infra/db/fixtures/operator-console-access-evaluation/Seed-OperatorConsoleAccessEvaluationManualFixtures.sql","UAT_OR_LOCAL_FIXTURE","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass","ee7bc7545054f8277301a8bf66cdf4ee8628afb7","scripts/hikcentral/Invoke-HikCentralVendorAckUat.ps1","RUNTIME_OR_TOOL_CONFIGURATION","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","true","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass","ee7bc7545054f8277301a8bf66cdf4ee8628afb7","scripts/management-platform/Invoke-ManagementPlatformUatIdentityRbacPreflight.ps1","RUNTIME_OR_TOOL_CONFIGURATION","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","true","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass","ee7bc7545054f8277301a8bf66cdf4ee8628afb7","scripts/management-platform/Verify-ManagementPlatformUatIdentityRbac.sql","VALIDATOR","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass","ee7bc7545054f8277301a8bf66cdf4ee8628afb7","scripts/operator-console/Invoke-StatutoryDiscountOperatorUatAlignedDbPreflight.ps1","RUNTIME_OR_TOOL_CONFIGURATION","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","true","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass","ee7bc7545054f8277301a8bf66cdf4ee8628afb7","scripts/operator-console/Invoke-StatutoryDiscountPilotPreflight.ps1","RUNTIME_OR_TOOL_CONFIGURATION","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","true","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass","ee7bc7545054f8277301a8bf66cdf4ee8628afb7","scripts/operator-console/Seed-StatutoryDiscountPilotFixture.sql","UAT_OR_LOCAL_FIXTURE","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass","ee7bc7545054f8277301a8bf66cdf4ee8628afb7","scripts/operator-console/Verify-StatutoryDiscountPilotFixture.sql","VALIDATOR","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass","ee7bc7545054f8277301a8bf66cdf4ee8628afb7","scripts/v1.3/catalog/Test-RealisticCarparkCatalogSeedManifest.ps1","CONTROLLED_SOURCE_REFERENCE","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","true","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass","ee7bc7545054f8277301a8bf66cdf4ee8628afb7","scripts/v1.3/webpay/Seed-WebPayStatutoryDiscountWalkthrough.sql","CONTROLLED_SOURCE_REFERENCE","77000000-0000-0000-0000-000000000001","true","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass","ee7bc7545054f8277301a8bf66cdf4ee8628afb7","src/Services/CentralPms/tests/ExitPass.CentralPms.IntegrationTests/Api/OperatorConsoleAccessReadinessApiIntegrationTests.cs","AUTOMATED_TEST","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass","ee7bc7545054f8277301a8bf66cdf4ee8628afb7","src/Services/CentralPms/tests/ExitPass.CentralPms.IntegrationTests/Api/OperatorConsoleDedicatedPolicyRegistryIntegrationTests.cs","AUTOMATED_TEST","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass","ee7bc7545054f8277301a8bf66cdf4ee8628afb7","src/Services/CentralPms/tests/ExitPass.CentralPms.IntegrationTests/Api/OperatorConsoleStatutoryDiscountAlignedDbUatApiIntegrationTests.cs","AUTOMATED_TEST","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass","ee7bc7545054f8277301a8bf66cdf4ee8628afb7","src/Services/CentralPms/tests/ExitPass.CentralPms.IntegrationTests/Api/OperatorConsoleStatutoryDiscountDecisionApiIntegrationTests.cs","AUTOMATED_TEST","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass","ee7bc7545054f8277301a8bf66cdf4ee8628afb7","src/Services/CentralPms/tests/ExitPass.CentralPms.IntegrationTests/Api/OperatorConsoleStatutoryDiscountDraftApiIntegrationTests.cs","AUTOMATED_TEST","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass","ee7bc7545054f8277301a8bf66cdf4ee8628afb7","src/Services/CentralPms/tests/ExitPass.CentralPms.IntegrationTests/Api/OperatorConsoleStatutoryDiscountE2EIntegrationTests.cs","AUTOMATED_TEST","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass","ee7bc7545054f8277301a8bf66cdf4ee8628afb7","src/Services/CentralPms/tests/ExitPass.CentralPms.IntegrationTests/Api/OperatorConsoleStatutoryDiscountLockedSchemaFixture.cs","AUTOMATED_TEST","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass","ee7bc7545054f8277301a8bf66cdf4ee8628afb7","src/Services/CentralPms/tests/ExitPass.CentralPms.IntegrationTests/Api/OperatorConsoleStatutoryDiscountPolicyResolutionApiIntegrationTests.cs","AUTOMATED_TEST","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass","ee7bc7545054f8277301a8bf66cdf4ee8628afb7","src/Services/CentralPms/tests/ExitPass.CentralPms.UnitTests/Application/ManagementPlatformIdentityRbacInventoryServiceTests.cs","AUTOMATED_TEST","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass","ee7bc7545054f8277301a8bf66cdf4ee8628afb7","src/Services/CentralPms/tests/ExitPass.CentralPms.UnitTests/Application/OperatorConsoleAccessReadinessServiceTests.cs","AUTOMATED_TEST","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass","ee7bc7545054f8277301a8bf66cdf4ee8628afb7","src/Services/ManagementPlatformUi/e2e/sales-invoice-profile-manage.spec.ts","AUTOMATED_TEST","77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass","ee7bc7545054f8277301a8bf66cdf4ee8628afb7","src/Services/ManagementPlatformUi/src/App.test.tsx","AUTOMATED_TEST","77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass","ee7bc7545054f8277301a8bf66cdf4ee8628afb7","src/Services/ManagementPlatformUi/src/auth.ts","RUNTIME_OR_TOOL_CONFIGURATION","77000000-0000-0000-0000-000000000002","true","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass","ee7bc7545054f8277301a8bf66cdf4ee8628afb7","src/Services/OperatorConsoleUi/e2e/fixtures/operator-console-ordinance-browser-smoke-server.mjs","AUTOMATED_TEST","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass","ee7bc7545054f8277301a8bf66cdf4ee8628afb7","src/Services/OperatorConsoleUi/src/apiClient.ts","RUNTIME_OR_TOOL_CONFIGURATION","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","true","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass","ee7bc7545054f8277301a8bf66cdf4ee8628afb7","src/Services/OperatorConsoleUi/src/App.test.tsx","AUTOMATED_TEST","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-APT","bb98ed6a5f8307f710424f03f39a7a3c7f994136","bruno/operator-console-access-evaluation/environments/local.bru","LOCAL_DEVELOPMENT_FIXTURE","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-APT","bb98ed6a5f8307f710424f03f39a7a3c7f994136","bruno/operator-console-access-evaluation/README.md","DOCUMENTATION","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-APT","bb98ed6a5f8307f710424f03f39a7a3c7f994136","bruno/operator-console-session-lookup/environments/local.bru","LOCAL_DEVELOPMENT_FIXTURE","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-APT","bb98ed6a5f8307f710424f03f39a7a3c7f994136","bruno/operator-console-session-lookup/README.md","DOCUMENTATION","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-APT","bb98ed6a5f8307f710424f03f39a7a3c7f994136","bruno/operator-console-statutory-discount-draft/environments/local.bru","LOCAL_DEVELOPMENT_FIXTURE","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-APT","bb98ed6a5f8307f710424f03f39a7a3c7f994136","docs/operator-console/OperatorConsole_Access_Readiness_API_Backend_Design_v1.md","DOCUMENTATION","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-APT","bb98ed6a5f8307f710424f03f39a7a3c7f994136","docs/operator-console/OperatorConsole_Policy_Registry_DB_Baseline_Alignment_Plan_v1.md","DOCUMENTATION","MNT","false","KEEP_UNCHANGED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-APT","bb98ed6a5f8307f710424f03f39a7a3c7f994136","docs/operator-console/OperatorConsole_Production_Policy_Registry_Admin_Import_Alignment_v1.md","DOCUMENTATION","MNT","false","KEEP_UNCHANGED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-APT","bb98ed6a5f8307f710424f03f39a7a3c7f994136","docs/operator-console/OperatorConsole_Production_Policy_Registry_Readiness_v1.md","DOCUMENTATION","MNT","false","KEEP_UNCHANGED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-APT","bb98ed6a5f8307f710424f03f39a7a3c7f994136","docs/operator-console/OperatorConsole_Statutory_Discount_Pilot_Readiness_Signoff_v1.md","DOCUMENTATION","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-APT","bb98ed6a5f8307f710424f03f39a7a3c7f994136","docs/operator-console/OperatorConsole_Statutory_Discount_Validation_Runbook_v1.md","DOCUMENTATION","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-APT","bb98ed6a5f8307f710424f03f39a7a3c7f994136","docs/operator-console/statutory-discount-payable-basis-application-design.md","DOCUMENTATION","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-APT","bb98ed6a5f8307f710424f03f39a7a3c7f994136","docs/v1.3/central-pms/db-alignment/ExitPass_Central_PMS_DB_Alignment_With_exitpassdb_v1.2_Audit_v1.0.md","DOCUMENTATION","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-APT","bb98ed6a5f8307f710424f03f39a7a3c7f994136","docs/v1.3/management-platform/ExitPass_Management_Platform_UAT_User_Role_Permission_Seed_Result_v1.0.md","DOCUMENTATION","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-APT","bb98ed6a5f8307f710424f03f39a7a3c7f994136","docs/v1.3/operator-console/runbooks/ExitPass_Operator_Console_Statutory_Discount_Aligned_DB_UAT_Result_v1.0.md","DOCUMENTATION","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-APT","bb98ed6a5f8307f710424f03f39a7a3c7f994136","docs/v1.3/operator-console/runbooks/ExitPass_Operator_Console_Statutory_Discount_Review_Apply_UAT_Smoke_Result_v1.0.md","DOCUMENTATION","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-APT","bb98ed6a5f8307f710424f03f39a7a3c7f994136","ExitPass_Reference_Data_v1.2.sql","CONTROLLED_SOURCE_REFERENCE","110a07ad-773f-5018-b18a-d4d78e2ae6dd;594afaf3-6f55-54be-933d-c6572f4e02ec;db5f423b-ed17-59d4-a5be-e7440aca5b21;MNT;MNT_OPEN_LOT_A;MNT_STRUCTURED_B","true","KEEP_UNCHANGED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-APT","bb98ed6a5f8307f710424f03f39a7a3c7f994136","infra/db/fixtures/operator-console-access-evaluation/Seed-OperatorConsoleAccessEvaluationManualFixtures.sql","UAT_OR_LOCAL_FIXTURE","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-APT","bb98ed6a5f8307f710424f03f39a7a3c7f994136","scripts/hikcentral/Invoke-HikCentralVendorAckUat.ps1","RUNTIME_OR_TOOL_CONFIGURATION","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","true","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-APT","bb98ed6a5f8307f710424f03f39a7a3c7f994136","scripts/management-platform/Invoke-ManagementPlatformUatIdentityRbacPreflight.ps1","RUNTIME_OR_TOOL_CONFIGURATION","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","true","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-APT","bb98ed6a5f8307f710424f03f39a7a3c7f994136","scripts/management-platform/Verify-ManagementPlatformUatIdentityRbac.sql","VALIDATOR","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-APT","bb98ed6a5f8307f710424f03f39a7a3c7f994136","scripts/operator-console/Invoke-StatutoryDiscountOperatorUatAlignedDbPreflight.ps1","RUNTIME_OR_TOOL_CONFIGURATION","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","true","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-APT","bb98ed6a5f8307f710424f03f39a7a3c7f994136","scripts/operator-console/Invoke-StatutoryDiscountPilotPreflight.ps1","RUNTIME_OR_TOOL_CONFIGURATION","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","true","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-APT","bb98ed6a5f8307f710424f03f39a7a3c7f994136","scripts/operator-console/Seed-StatutoryDiscountPilotFixture.sql","UAT_OR_LOCAL_FIXTURE","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-APT","bb98ed6a5f8307f710424f03f39a7a3c7f994136","scripts/operator-console/Verify-StatutoryDiscountPilotFixture.sql","VALIDATOR","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-APT","bb98ed6a5f8307f710424f03f39a7a3c7f994136","src/Services/CentralPms/tests/ExitPass.CentralPms.IntegrationTests/Api/OperatorConsoleAccessReadinessApiIntegrationTests.cs","AUTOMATED_TEST","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-APT","bb98ed6a5f8307f710424f03f39a7a3c7f994136","src/Services/CentralPms/tests/ExitPass.CentralPms.IntegrationTests/Api/OperatorConsoleDedicatedPolicyRegistryIntegrationTests.cs","AUTOMATED_TEST","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-APT","bb98ed6a5f8307f710424f03f39a7a3c7f994136","src/Services/CentralPms/tests/ExitPass.CentralPms.IntegrationTests/Api/OperatorConsoleStatutoryDiscountAlignedDbUatApiIntegrationTests.cs","AUTOMATED_TEST","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
"ExitPass-APT","bb98ed6a5f8307f710424f03f39a7a3c7f994136","src/Services/CentralPms/tests/ExitPass.CentralPms.IntegrationTests/Api/OperatorConsoleStatutoryDiscountApplyPayableBasisApiIntegrationTests.cs","AUTOMATED_TEST","77000000-0000-0000-0000-000000000001;77000000-0000-0000-0000-000000000002","false","SCENARIO_OWNER_DECISION_REQUIRED","UNCHANGED","Exact tracked-file UUID/code match at recorded commit."
